"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"delta_y[1139]",5453.56905914422,0.0106631670975149,0.722641009638724,5452.50787168341,5452.97208972502,5453.48520859068,5454.06159267823,5455.09990853741,4592.74970796624,1.00010729853491
"delta_y[1140]",5455.63631025489,0.00960051573743909,0.704404948766092,5454.26467992541,5455.17421906419,5455.61837327826,5456.09830114866,5457.07000814271,5383.38783911492,0.999202162862961
"delta_y[1141]",5457.1070147105,0.00851322504456779,0.714729569171414,5455.43573930034,5456.66797713759,5457.25063318651,5457.68593313398,5458.0277165247,7048.476749221,0.999658874564982
"delta_y[1142]",5457.12220276283,0.00906534139281527,0.698279562646176,5455.49039553603,5456.70619155574,5457.25296379706,5457.68271493937,5458.03651142701,5933.21839723935,0.999702903398182
"delta_y[1143]",5455.06904044314,0.0136169428925038,0.902056686143634,5453.17052122747,5454.50351256257,5455.0972656205,5455.6584193786,5456.85315207719,4388.42244470083,1.00007439918321
"delta_y[1144]",5454.92647494855,0.00672072389901211,0.46353937572127,5453.93896301741,5454.6336355685,5454.95407293891,5455.24313577316,5455.76183525682,4757.08766654558,0.999570123308972
"delta_y[1145]",5453.38357040911,0.00973304654304795,0.719643601609759,5452.47506892679,5452.80605323699,5453.23601271139,5453.81220782916,5455.10623591542,5466.85224899425,0.999443285492458
"delta_y[1146]",5453.56924975284,0.0101451357860294,0.677619661171804,5452.51575476332,5453.03232589487,5453.51419458525,5454.03069209719,5454.98709220506,4461.24699933034,0.999903985611693
"delta_y[1147]",5454.05846424775,0.0148835691373541,1.01800994724953,5452.51037904653,5453.21601697067,5454.00494637214,5454.77842142874,5456.13463086526,4678.31935767199,0.999578436976786
"delta_y[1148]",5454.51237540117,0.0114001624340854,0.781403891290815,5452.86679958629,5453.99109321715,5454.5597871502,5455.05444500071,5455.97868995488,4698.17360363137,0.999891828246896
"delta_y[1149]",5454.41877293411,0.0110212174670618,0.813273457771244,5452.90353258278,5453.83167091059,5454.41315980594,5455.00298167304,5456.01217579854,5445.20273369131,0.999706538625915
"delta_y[1150]",5454.71997450839,0.0114462318462079,0.730063623315496,5453.18346387409,5454.25343921697,5454.74621411657,5455.19744652912,5456.10588712294,4068.14423392022,1.0000828973168
"delta_y[1151]",5453.52444207294,0.00995023021882937,0.705692750895413,5452.4978714371,5452.95552373368,5453.43804889812,5453.98919606963,5455.07304578118,5029.96605480766,0.999149512397182
"delta_y[1152]",5453.8441123839,0.0128938677289899,0.983331535369011,5452.49554780466,5453.03681113063,5453.69117059326,5454.52703562136,5456.01040373365,5816.12206889995,0.999538874498762
"delta_y[1153]",5456.06130731681,0.0098793099651497,0.6267272768824,5454.88614895361,5455.64367658852,5456.03172654698,5456.47982775619,5457.3611767834,4024.42622277539,1.00021841313738
"delta_y[1154]",5454.94122866862,0.0182288096654675,1.1214476782915,5452.7380723401,5454.17298106205,5454.98723006921,5455.69646210784,5457.14205947144,3784.78672440053,1.00128967881815
"delta_y[1155]",5453.53982775839,0.0102858317391942,0.729019639324998,5452.49351440439,5452.9359363733,5453.44142198274,5454.05402002465,5455.11427724159,5023.42155664948,0.999827025386809
"delta_y[1156]",5454.54136833419,0.016306477356678,1.12135889430499,5452.59746938128,5453.70160007413,5454.50541314929,5455.31278847407,5456.83142610668,4728.99615324444,0.999623514141435
"delta_y[1157]",5455.14243720087,0.0141450041465558,0.980958465893181,5453.1839155975,5454.4960347145,5455.14742252924,5455.77436715269,5457.11910498467,4809.44631121423,1.00055274850076
"delta_y[1158]",5453.99406429432,0.0157757672962944,1.00314334167356,5452.50837685351,5453.16584010512,5453.90135123706,5454.70599882542,5456.03993621861,4043.38417280843,1.00100226943358
"delta_y[1159]",5454.83428423777,0.020034772105034,1.1214197216566,5452.68688630936,5454.01864110808,5454.85804224736,5455.59413475451,5457.0919485152,3133.05172949287,1.0009728018308
"delta_y[1160]",5456.70449439915,0.0139671911724457,0.868745025320682,5454.87066261167,5456.0990330698,5456.76863046098,5457.42384033454,5458.01246360389,3868.7129431906,0.999679910024109
"delta_y[1161]",5456.66394249634,0.0123705797687459,0.842482471980754,5454.91350648668,5456.06688963565,5456.71650091647,5457.33540983868,5457.98344032416,4638.1163604296,0.999913460068322
"delta_y[1162]",5453.3536960093,0.00845275076672876,0.695360424627287,5452.4719162487,5452.79785992178,5453.21123989482,5453.76649041299,5455.00750083248,6767.43062080541,1.0000375519976
"delta_y[1163]",5455.55727320599,0.015936399970001,1.116345443582,5453.32746242885,5454.81965882406,5455.55366769828,5456.31957134571,5457.71802224507,4907.00800050663,1.00056146931287
"delta_y[1164]",5453.92346921713,0.0105844161678599,0.713628944702416,5452.63419040903,5453.38954784412,5453.92065122624,5454.42335929649,5455.32613411916,4545.80810147271,1.00033652049715
"delta_y[1165]",5455.56636191153,0.00864409503263861,0.627083122163093,5454.25866873181,5455.15508093966,5455.57123027373,5455.98604330444,5456.82258041702,5262.73083348389,0.999568831295978
"delta_y[1166]",5457.12125640584,0.0094931866302495,0.731388240009153,5455.37983266973,5456.66125123295,5457.27718659182,5457.72186659136,5458.03743695964,5935.69952657113,0.999410375853638
"delta_y[1167]",5453.35661050742,0.00901897827934604,0.583106998986065,5452.48201147938,5452.89803331487,5453.28522452849,5453.75989714652,5454.61434040033,4180.05336724346,0.9999019175709
"delta_y[1168]",5435.54276445149,0.0127324240595466,0.944406198876399,5433.56822830869,5434.88351933518,5435.6282753678,5436.31496263861,5436.99130248149,5501.68180448753,0.99930314478318
"delta_y[1169]",5434.7175959409,0.0113205719686091,0.707180175673503,5433.37032304722,5434.23694037089,5434.70469572592,5435.1704732911,5436.15174961598,3902.32481164561,0.999654404005421
"delta_y[1170]",5435.62131226015,0.00966227006313912,0.689282828063235,5434.1958405089,5435.14831797509,5435.63695405953,5436.11904249406,5436.85074198136,5089.04831873219,0.999781778361054
"delta_y[1171]",5433.42940961918,0.0121811038944577,0.892527070115809,5431.89555539752,5432.75143022408,5433.39146498668,5434.03809829981,5435.26642839848,5368.70448485059,1.00020757892356
"delta_y[1172]",5433.16665234953,0.0130082345910446,0.956140366017768,5431.81521771712,5432.39202490991,5433.02835616548,5433.76393211066,5435.28814210298,5402.64692246259,0.999699677051052
"delta_y[1173]",5435.43313835451,0.0122104350483047,0.852010021855029,5433.7464149074,5434.84449320838,5435.45347331383,5436.0719948299,5436.91638815936,4868.85825018264,0.999568425768002
"delta_y[1174]",5435.83325306889,0.0125503933445516,0.734009527951313,5434.3068273535,5435.3114683834,5435.89099165418,5436.41925413145,5437.00280798271,3420.49311117366,1.00022831592331
"delta_y[1175]",5432.54970416752,0.00918285407736286,0.663191313938135,5431.76766447039,5432.03004211666,5432.38681982264,5432.92163545451,5434.13743338246,5215.81636610604,1.00004624923051
"delta_y[1176]",5435.91528501542,0.0116715577738655,0.895121308480985,5433.82782304978,5435.3617850115,5436.10484556432,5436.64519918963,5437.03717250408,5881.744338659,0.999939919797648
"delta_y[1177]",5433.35734806355,0.0120736443401967,0.931468951188409,5431.8631991012,5432.62970066059,5433.30489509663,5433.96057429721,5435.39799840734,5951.96007291839,0.99950045962234
"delta_y[1178]",5435.19622766381,0.0142467411739409,0.950595219159278,5433.35184135943,5434.49905413335,5435.21135208423,5435.91303270528,5436.92289416138,4452.05153370135,1.00007470629353
"delta_y[1179]",5435.6480070152,0.0129645776875929,1.01165797507452,5433.46506322237,5434.92984409904,5435.8055198423,5436.51209013567,5437.02341127661,6089.06583988007,0.99940869652319
"delta_y[1180]",5433.15599820915,0.0111883253951852,0.841231617691855,5431.84189406338,5432.48778010942,5433.09081054203,5433.70859267501,5434.98565188573,5653.2865236751,0.999561334712613
"delta_y[1181]",5435.93886156948,0.0122000412161749,0.917242615868296,5433.78191411197,5435.39213443866,5436.14377539433,5436.69671823513,5437.04547187999,5652.56874301349,0.99961275967399
"delta_y[1182]",5435.08720244109,0.0143816243906573,1.08013566636197,5432.89119798902,5434.32259701499,5435.11152060083,5435.93311237949,5436.91632996368,5640.80036458948,0.99976310974734
"delta_y[1183]",5433.33425411544,0.0123621918446749,0.904980957390442,5431.85599591844,5432.62947584758,5433.27960868645,5433.95724706361,5435.26517829784,5359.05141614599,0.999581624893583
