"rho1","rho2","rho3","loglik2.5","loglik50","loglik97.5","rho0_2.5","rho0_50","rho0_97.5","rho1_2.5","rho1_50","rho1_97.5","rho2_2.5","rho2_50","rho2_97.5","rho3_2.5","rho3_50","rho3_97.5","rhomax_2.5","rhomax_50","rhomax_97.5"
0.3,0.5,-0.1,NA,NA,NA,-0.1710999248298,0.0185315490673936,0.20367845522255,0.217387422755657,0.311488096356713,0.415578424075923,-0.134511723446434,0.163571435171895,0.497238251588435,-0.207312662034048,-0.0948619807836354,0.0242352625297388,1.40059597802124,1.66159219679462,2.02503140836247
0.2,0.5,-0.1,NA,NA,NA,-0.168578301295404,0.0228908253588034,0.216891492924425,0.107859169101165,0.192858850787705,0.283603687723115,-0.0818646381460006,0.197121962233706,0.471313158449584,-0.187747879881432,-0.0883210035267436,0.0110125640383098,1.2665703432852,1.48380784133622,1.7448080031589
0.4,0.5,-0.1,NA,NA,NA,-0.157725250785609,0.0340931032897386,0.223836618409741,0.23059995297337,0.325721511332297,0.435391087271844,0.0529219443077373,0.353604077598562,0.702342124308284,-0.230281856429319,-0.119653496718397,-0.00364362871351013,1.46897871177086,1.7421541214888,2.07343901435419
0.5,0.5,-0.1,NA,NA,NA,-0.170668324889081,0.020951626141166,0.216727121185261,0.423301102066013,0.526622396082387,0.65034699205021,-0.00952471252311685,0.259716332506038,0.503178946558255,-0.295515736807954,-0.153184764931493,-0.0278467697445135,1.31675999139175,1.57191713500381,1.87274733944822
0.5,-0.5,-0.05,NA,NA,NA,-0.193714855907024,0.000782131588019914,0.19599748645771,0.358732381157082,0.469967002822678,0.590176992743252,-0.78054602808177,-0.470842991471325,-0.178506449087253,-0.151635997380162,-0.0280659968265788,0.0981865631874531,1.4021892074943,1.65440602754188,1.97348015181821
0,0,0.1,NA,NA,NA,-0.16094298011143,0.031928473676498,0.22211756114238,0.0125723011880621,0.0973891393543251,0.192116602041111,0.183819333104675,0.451078457887494,0.676066445858023,0.0365724552851891,0.113528205862954,0.197016320819812,1.51851240291765,1.8008792266687,2.14365894300581
0.3,-0.25,-0.1,NA,NA,NA,-0.172356179602884,0.0217765163566233,0.218872879623404,0.120493391363854,0.206375093293918,0.298231167059202,-0.479152792844731,-0.102090452498023,0.290371200200361,-0.327582875367792,-0.19310751475355,-0.0601280671593407,1.4817482428489,1.7526646238185,2.07332542945328
0.1,0,0.1,NA,NA,NA,-0.179009489996164,0.0211472469126228,0.222962980263204,0.0403507239439936,0.12026225203438,0.202748590963124,-0.383892841628313,-0.0392849164221112,0.23686620869814,-0.014390355542583,0.0726232076188505,0.160316816226356,1.19177789781811,1.40631573171374,1.66236873535228
0.2,-0.25,-0.1,NA,NA,NA,-0.163788084815264,0.0194036786022391,0.206088399547385,0.0875705570782375,0.171044158519399,0.254624277969954,-0.183330082249048,0.166765305500252,0.538780840127615,-0.0908581804526403,0.0311083843876392,0.152719504989114,1.4352511346741,1.68031584179433,1.98572732806825
0.5,0.5,0.1,NA,NA,NA,-0.157405336482533,0.0279760286543821,0.222141363931919,0.366431083260411,0.464480118645915,0.576736429802548,-0.341243553546351,0.0738161560993813,0.540152634895395,-0.169881426814649,-0.0222368372163188,0.148641705813358,1.29781723284932,1.53288443257274,1.81982573172089
